edition,product,version,checksum,date,dlnumber,url,filename,filetype,size,family
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC Upgrade Package - 12.1 Build 59.16 (nCore),12.1 Build 59.16,SHA-256 - ba0be75e94ef762e7a8d08f0a56200597d861cd01002f89aa268d31243525eab,"Sep 28, 2020",18457,https://secureportal.citrix.com/udl.asp?DLID=18457&URL=https://downloads.citrix.com/18457/build-12.1-59.16_nc_64.tgz,build-12.1-59.16_nc_64.tgz,tgz,688 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC VPX for XenServer 12.1 Build 58.15,12.1 Build 58.15,SHA-256 - 69622ed03f4ca50c44f02389e478edc425cbf0d5a8a2fc19adfe8135e2a34ad5,"Sep 17, 2020",18446,https://secureportal.citrix.com/udl.asp?DLID=18446&URL=https://downloads.citrix.com/18446/NSVPX-XEN-12.1-58.15_nc_64.xva.gz,NSVPX-XEN-12.1-58.15_nc_64.xva.gz,gz,439 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC VPX for ESXi 12.1 Build 58.15,12.1 Build 58.15,SHA-256 - 6cf95cdf8dfc7c439c56bf06d9f8faba1bffc7c3eae3a50cc4817355e71507d1,"Sep 17, 2020",18447,https://secureportal.citrix.com/udl.asp?DLID=18447&URL=https://downloads.citrix.com/18447/NSVPX-ESX-12.1-58.15_nc_64.zip,NSVPX-ESX-12.1-58.15_nc_64.zip,zip,464 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC VPX for Hyper-V 12.1 Build 58.15,12.1 Build 58.15,SHA-256 - a9b0fbf0d3775376c414795daf84eaaee38292240faa7f7ed405802ab81bf07f,"Sep 17, 2020",18448,https://secureportal.citrix.com/udl.asp?DLID=18448&URL=https://downloads.citrix.com/18448/NSVPX-HyperV-12.1-58.15_nc_64.zip,NSVPX-HyperV-12.1-58.15_nc_64.zip,zip,440 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC  VPX for KVM 12.1 Build 58.15,12.1 Build 58.15,SHA-256 - 677b87adbba9f5b6b24db5afa919902bca69581464cc53e9ba15151f3e8ee3cb,"Sep 17, 2020",18449,https://secureportal.citrix.com/udl.asp?DLID=18449&URL=https://downloads.citrix.com/18449/NSVPX-KVM-12.1-58.15_nc_64.tgz,NSVPX-KVM-12.1-58.15_nc_64.tgz,tgz,588 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC VPX for GCP 12.1 Build 58.15,12.1 Build 58.15,SHA-256 - 9077f2be2a94c5d79884dd5c22430d819e04f2a56b28ac6c08fea117bc6f3af0,"Sep 17, 2020",18450,https://secureportal.citrix.com/udl.asp?DLID=18450&URL=https://downloads.citrix.com/18450/NSVPX-GCP-12.1-58.15_nc.tar.gz,NSVPX-GCP-12.1-58.15_nc.tar.gz,gz,588 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC Upgrade Package - 12.1 Build 58.15 (nCore),12.1 Build 58.15,SHA-256 - 706f2256e2b44ac315b82098b41ac9beed911c7cdfa252864372246878350635,"Sep 17, 2020",18445,https://secureportal.citrix.com/udl.asp?DLID=18445&URL=https://downloads.citrix.com/18445/build-12.1-58.15_nc_64.tgz,build-12.1-58.15_nc_64.tgz,tgz,685 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC VPX for XenServer 12.1 Build 57.18,12.1 Build 57.18,SHA-256 - 932d8ae1b3052d6a01799372a2e51e5543ce73383a034abc12a75e9a6a223af0,"Jun 15, 2020",17723,https://secureportal.citrix.com/udl.asp?DLID=17723&URL=https://downloads.citrix.com/17723/NSVPX-XEN-12.1-57.18_nc_64.xva.gz,NSVPX-XEN-12.1-57.18_nc_64.xva.gz,gz,438 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC VPX for ESXi 12.1 Build 57.18,12.1 Build 57.18,SHA-256 - ca602b5673488052c9370a57ebbaa991cb211fb4085e90f04df264c6719dcc57,"Jun 15, 2020",17724,https://secureportal.citrix.com/udl.asp?DLID=17724&URL=https://downloads.citrix.com/17724/NSVPX-ESX-12.1-57.18_nc_64.zip,NSVPX-ESX-12.1-57.18_nc_64.zip,zip,463 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC VPX for Hyper-V 12.1 Build 57.18,12.1 Build 57.18,SHA-256 - f8aebe708c73d84cb8dac7348f0719b32ded59a4ff894db3fcdffe839501a5d9,"Jun 15, 2020",17725,https://secureportal.citrix.com/udl.asp?DLID=17725&URL=https://downloads.citrix.com/17725/NSVPX-HyperV-12.1-57.18_nc_64.zip,NSVPX-HyperV-12.1-57.18_nc_64.zip,zip,439 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC  VPX for KVM 12.1 Build 57.18,12.1 Build 57.18,SHA-256 - f6930a800ca3c125bb8fc260a1d0f74c0dc01720e9f43a78331dcc1b9a108adc,"Jun 15, 2020",17726,https://secureportal.citrix.com/udl.asp?DLID=17726&URL=https://downloads.citrix.com/17726/NSVPX-KVM-12.1-57.18_nc_64.tgz,NSVPX-KVM-12.1-57.18_nc_64.tgz,tgz,438 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC VPX for GCP 12.1 Build 57.18,12.1 Build 57.18,SHA-256 - 6befba3fcaefeec9179d70d691c3fc14259b554f8db695bedfd668ce5a14a161,"Jun 15, 2020",17727,https://secureportal.citrix.com/udl.asp?DLID=17727&URL=https://downloads.citrix.com/17727/NSVPX-GCP-12.1-57.18_nc.tar.gz,NSVPX-GCP-12.1-57.18_nc.tar.gz,gz,438 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC Upgrade Package - 12.1 Build 57.18 (nCore),12.1 Build 57.18,SHA-256 - a4e374d517e70b516e4324abe631b89f5789ff3f82d27fd2a456a7aac3312c6c,"Jun 15, 2020",17722,https://secureportal.citrix.com/udl.asp?DLID=17722&URL=https://downloads.citrix.com/17722/build-12.1-57.18_nc_64.tgz,build-12.1-57.18_nc_64.tgz,tgz,684 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC VPX for XenServer 12.1 Build 56.22,12.1 Build 56.22,SHA-256 - 1cc54ceed4c032580c2acf3656c68f40386017da0c262f2855f213d0b79c0ab2,"Mar 30, 2020",17262,https://secureportal.citrix.com/udl.asp?DLID=17262&URL=https://downloads.citrix.com/17262/NSVPX-XEN-12.1-56.22_nc_64.xva.gz,NSVPX-XEN-12.1-56.22_nc_64.xva.gz,gz,415 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC VPX for ESXi 12.1 Build 56.22,12.1 Build 56.22,SHA-256 - 87b294600c30885c0f0f3098634c71bdc119cca46c563c9f9d916a56e8e0d53b,"Mar 30, 2020",17264,https://secureportal.citrix.com/udl.asp?DLID=17264&URL=https://downloads.citrix.com/17264/NSVPX-ESX-12.1-56.22_nc_64.zip,NSVPX-ESX-12.1-56.22_nc_64.zip,zip,440 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC VPX for Hyper-V 12.1 Build 56.22,12.1 Build 56.22,SHA-256 - 921b8828edfd3e4f6bc320eb44338a19f0ea4abaa36649192a788340c6966c5e,"Mar 30, 2020",17265,https://secureportal.citrix.com/udl.asp?DLID=17265&URL=https://downloads.citrix.com/17265/NSVPX-HyperV-12.1-56.22_nc_64.zip,NSVPX-HyperV-12.1-56.22_nc_64.zip,zip,416 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC  VPX for KVM 12.1 Build 56.22,12.1 Build 56.22,SHA-256 - ef0c817b9b868a48d924f1ab9cf14578b5717a8f48c4075533561461ccfc3671,"Mar 30, 2020",17266,https://secureportal.citrix.com/udl.asp?DLID=17266&URL=https://downloads.citrix.com/17266/NSVPX-KVM-12.1-56.22_nc_64.tgz,NSVPX-KVM-12.1-56.22_nc_64.tgz,tgz,566 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC VPX for GCP 12.1 Build 56.22,12.1 Build 56.22,SHA-256 - 00d110fb39d87be058198d9ef73dd5c9c3ef06db360dfdb3e1eea43fc25d7f60,"Mar 30, 2020",17263,https://secureportal.citrix.com/udl.asp?DLID=17263&URL=https://downloads.citrix.com/17263/NSVPX-GCP-12.1-56.22_nc.tar.gz,NSVPX-GCP-12.1-56.22_nc.tar.gz,gz,565 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC Upgrade Package - 12.1 Build 56.22 (nCore),12.1 Build 56.22,SHA-256 - bac7533b7afdd96af797b348a31722c00a163eeace6f2cacaba0a5ad4d4293cd,"Mar 30, 2020",17282,https://secureportal.citrix.com/udl.asp?DLID=17282&URL=https://downloads.citrix.com/17282/build-12.1-56.22_nc_64.tgz,build-12.1-56.22_nc_64.tgz,tgz,692 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC VPX for XenServer 12.1 Build 55.18,12.1 Build 55.18,SHA-256 - 4b09c1547e04724b5d6bd28641164e8c7caca27166b7c6126c67981481f0f15f,"Jan 23, 2020",17115,https://secureportal.citrix.com/udl.asp?DLID=17115&URL=https://downloads.citrix.com/17115/NSVPX-XEN-12.1-55.18_nc_64.xva.gz,NSVPX-XEN-12.1-55.18_nc_64.xva.gz,gz,414 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC VPX for ESXi 12.1 Build 55.18,12.1 Build 55.18,SHA-256 - f3bfb1916e59a8723a93c35dc4107ed89fa7db05ea9fea639ff7ff3f5021f13d,"Jan 22, 2020",17116,https://secureportal.citrix.com/udl.asp?DLID=17116&URL=https://downloads.citrix.com/17116/NSVPX-ESX-12.1-55.18_nc_64.zip,NSVPX-ESX-12.1-55.18_nc_64.zip,zip,439 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC VPX for Hyper-V 12.1 Build 55.18,12.1 Build 55.18,SHA-256 - d398859ef2a3b01691c921994a3fcfac724451cb77e558ec3893441ab9bdde08,"Jan 23, 2020",17118,https://secureportal.citrix.com/udl.asp?DLID=17118&URL=https://downloads.citrix.com/17118/NSVPX-HyperV-12.1-55.18_nc_64.zip,NSVPX-HyperV-12.1-55.18_nc_64.zip,zip,415 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC  VPX for KVM 12.1 Build 55.18,12.1 Build 55.18,SHA-256 - 839a269a807e41804c22dd1a44e3862e7109ce85f3bcfc95db43b9e748361c6b,"Jan 23, 2020",17117,https://secureportal.citrix.com/udl.asp?DLID=17117&URL=https://downloads.citrix.com/17117/NSVPX-KVM-12.1-55.18_nc_64.tgz,NSVPX-KVM-12.1-55.18_nc_64.tgz,tgz,569 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC VPX for GCP 12.1 Build 55.18,12.1 Build 55.18,SHA-256 - 89cbca327232a96f69ec71a6952e0e6d6b293b182519861a016d27cb41950fba,"Jan 23, 2020",17119,https://secureportal.citrix.com/udl.asp?DLID=17119&URL=https://downloads.citrix.com/17119/NSVPX-GCP-12.1-55.18_nc.tar.gz,NSVPX-GCP-12.1-55.18_nc.tar.gz,gz,568 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC Upgrade Package - 12.1 Build 55.18 (nCore),12.1 Build 55.18,SHA-256 - 248eea92d8ab7eab607235d996340ef87f36111a39bb571188ee85f4ffaa3ec9,"Mar 6, 2020",17114,https://secureportal.citrix.com/udl.asp?DLID=17114&URL=https://downloads.citrix.com/17114/build-12.1-55.18_nc_64.tgz,build-12.1-55.18_nc_64.tgz,tgz,664 MB,adc
Citrix ADC VPX Release 12.1 - Citrix,Citrix ADC Upgrade Package - 12.1 Build 55.24 (nCore),12.1 Build 55.24,SHA-256 - dd3a70c5d442219f0a799382c07b67ef0e7042c94fea3c9d18c02f464c9efa55,"Mar 6, 2020",17169,https://secureportal.citrix.com/udl.asp?DLID=17169&URL=https://downloads.citrix.com/17169/build-12.1-55.24_nc_64.tgz,build-12.1-55.24_nc_64.tgz,tgz,664 MB,adc
Citrix ADC VPX Developer Edition - Citrix,Customized XenServer for HP E-Series,NONE,MD5 - 1eb92ef788853b8bfdca573ad628cf4b,"May 24, 2018",5353,https://secureportal.citrix.com/udl.asp?DLID=5353&URL=https://downloads.citrix.com/5353/CitrixXenServer_J9647A_100917_1648.zip,CitrixXenServer_J9647A_100917_1648.zip,zip,390.6MB,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 64.16 - Citrix,Release 12.1 Build 64.16 (nCore),12.1 Build 64.16,SHA-256 - 93cd70560fe49b9e037bfef16b151461afa3f89fcce5050e1f5fc17d6b5671ac,"Jan 25, 2022",20293,https://secureportal.citrix.com/udl.asp?DLID=20293&URL=https://downloads.citrix.com/20293/build-12.1-64.16_nc_64.tgz,build-12.1-64.16_nc_64.tgz,tgz,730 MB,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 64.16 - Citrix,Audit Server Utilities for Windows,NONE,SHA-256 - 8897be014450fb4e8cf32a02fc0500d2e1ba85dc408aa2de8404e16c275d9087,"Jan 25, 2022",20299,https://secureportal.citrix.com/udl.asp?DLID=20299&URL=https://downloads.citrix.com/20299/audserver_win-12.1-64.16.zip,audserver_win-12.1-64.16.zip,zip,320 K,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 64.16 - Citrix,Audit Server Utilities for Linux ,NONE,SHA-256 - 237fdd4c789ae6c60e2a9c5838e4680aadbce78b0c1c41daa7e8e1e33d870fe3,"Jan 25, 2022",20299,https://secureportal.citrix.com/udl.asp?DLID=20299&URL=https://downloads.citrix.com/20299/audserver_linux-12.1-64.16.i386.rpm,audserver_linux-12.1-64.16.i386.rpm,rpm,164K,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 64.16 - Citrix,Audit Server Utilities for BSD ,NONE,SHA-256 - 8897be014450fb4e8cf32a02fc0500d2e1ba85dc408aa2de8404e16c275d9087,"Jan 25, 2022",20299,https://secureportal.citrix.com/udl.asp?DLID=20299&URL=https://downloads.citrix.com/20299/audserver_bsd-12.1-64.16.tgz,audserver_bsd-12.1-64.16.tgz,tgz,544K,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 64.16 - Citrix,Weblog Clients for Windows ,NONE,SHA-256 - a05c9f48e6c4280f6f887f7758d88649ff2439a00a996237630172c2bc215447,"Jan 25, 2022",20300,https://secureportal.citrix.com/udl.asp?DLID=20300&URL=https://downloads.citrix.com/20300/nswl_win-12.1-64.16.zip,nswl_win-12.1-64.16.zip,zip,312 K,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 64.16 - Citrix,Weblog Clients for Linux,NONE,SHA-256 - ae1b8bcaa86924d25fdcfe95ece151a4af05e80749c706f6489c02778689de34,"Jan 25, 2022",20300,https://secureportal.citrix.com/udl.asp?DLID=20300&URL=https://downloads.citrix.com/20300/nswl_linux-12.1-64.16.i386.rpm,nswl_linux-12.1-64.16.i386.rpm,rpm,68K,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 64.16 - Citrix,Weblog Clients for BSD ,NONE,SHA-256 - 18100d61edeaaa205a578632f5034872a68a4153d3e53c3cca5aa4b13f6aff54,"Jan 25, 2022",20300,https://secureportal.citrix.com/udl.asp?DLID=20300&URL=https://downloads.citrix.com/20300/nswl_bsd-12.1-64.16.tgz,nswl_bsd-12.1-64.16.tgz,tgz,76K,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 64.16 - Citrix,FIPS Firmware Version 2.2-130013,2.2,SHA-256 - 0926C8A1BDBE8D678DBEF1600D45AE18A308D4524782BB6D0A234D194BB5BC38,"Jan 25, 2022",11245,https://secureportal.citrix.com/udl.asp?DLID=11245&URL=https://downloads.citrix.com/11245/CN16XX-NFBE-FW-2.2-130013,CN16XX-NFBE-FW-2.2-130013,2-130013,26 MB,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 64.16 - Citrix,FIPS Firmware Version 2.2 Signature File,2.2,SHA-256 - 0C1CFA0DE318ADB55BD32B4B4AA7059C7F120674C90A84B767DACAC718F53CF2,"Jan 25, 2022",11245,https://secureportal.citrix.com/udl.asp?DLID=11245&URL=https://downloads.citrix.com/11245/CN16XX-NFBE-FW-2.2-130013.sign,CN16XX-NFBE-FW-2.2-130013.sign,sign,1 KB,adc
SDX Bundle (Maintenance Phase) 12.1-64.16 - Citrix,SDX Platform Software Bundle 12.1 Build 64.16,12.1 Build 64.16,SHA-256 - 23195b59de581805526c8268db15cf4bb9efdc42b4047fa25bc4cb5ecf7eb758,"Jan 25, 2022",20310,https://secureportal.citrix.com/udl.asp?DLID=20310&URL=https://downloads.citrix.com/20310/build-sdx-12.1-64.16.tgz,build-sdx-12.1-64.16.tgz,tgz,1.6 GB,adc
Citrix ADC CPX Release (Maintenance Phase) 12.1 Build 64.16 - Citrix,Citrix ADC CPX Docker Image 12.1 Build 64.16,12.1 Build 64.16,SHA-256 - 4b4fbb479884ba32b0ed01c25f7d240365d8c6a68f088d4b543ce438cda29b65,"Jan 25, 2022",20301,https://secureportal.citrix.com/udl.asp?DLID=20301&URL=https://downloads.citrix.com/20301/cpx-ns_12.1-64.16.gz,cpx-ns_12.1-64.16.gz,gz,425 MB,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 55.18/55.24 - Citrix,Release 12.1 Build 55.24(nCore),12.1 Build 55.24,SHA-256 - dd3a70c5d442219f0a799382c07b67ef0e7042c94fea3c9d18c02f464c9efa55,"Mar 6, 2020",17169,https://secureportal.citrix.com/udl.asp?DLID=17169&URL=https://downloads.citrix.com/17169/build-12.1-55.24_nc_64.tgz,build-12.1-55.24_nc_64.tgz,tgz,664 MB,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 55.18/55.24 - Citrix,Release 12.1 Build 55.18(nCore),12.1 Build 55.18,SHA-256 - 248eea92d8ab7eab607235d996340ef87f36111a39bb571188ee85f4ffaa3ec9,"Jan 23, 2020",17114,https://secureportal.citrix.com/udl.asp?DLID=17114&URL=https://downloads.citrix.com/17114/build-12.1-55.18_nc_64.tgz,build-12.1-55.18_nc_64.tgz,tgz,664 MB,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 55.18/55.24 - Citrix,Audit Server Utilities for Windows,NONE,SHA-256 - ad6091d738c7b3bd35833a00febfa5503f0df6bda0a8a239ad8212a99488f2aa,"Jan 23, 2020",17120,https://secureportal.citrix.com/udl.asp?DLID=17120&URL=https://downloads.citrix.com/17120/AuditServer-Windows-12.1-55.18.zip,AuditServer-Windows-12.1-55.18.zip,zip,316K,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 55.18/55.24 - Citrix,Audit Server Utilities for Linux ,NONE,SHA-256 - 019a2b792879fa899d374200153ce5faead48764992a305442f7383de73ed140,"Jan 23, 2020",17120,https://secureportal.citrix.com/udl.asp?DLID=17120&URL=https://downloads.citrix.com/17120/AuditServer-Linux-12.1-55.18.zip,AuditServer-Linux-12.1-55.18.zip,zip,504K,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 55.18/55.24 - Citrix,Audit Server Utilities for BSD ,NONE,SHA-256 - 9ea0dded6da2cef45dd4ab7d53987b143bf0b3c4acfa71a0acfe9f36fdd03dae,"Jan 24, 2020",17120,https://secureportal.citrix.com/udl.asp?DLID=17120&URL=https://downloads.citrix.com/17120/AuditServer-FreeBSD-12.1-55.18.zip,AuditServer-FreeBSD-12.1-55.18.zip,zip,1.4M,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 55.18/55.24 - Citrix,Weblog Clients for Windows ,NONE,SHA-256 - 546f9b4e6309d333e9e8be1f58de7e38c1a31fe28f0799ea80c40d2b8e55bae5,"Jan 23, 2020",17121,https://secureportal.citrix.com/udl.asp?DLID=17121&URL=https://downloads.citrix.com/17121/Weblog-Windows-12.1-55.18.zip,Weblog-Windows-12.1-55.18.zip,zip,312 K,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 55.18/55.24 - Citrix,Weblog Clients for Linux ,NONE,SHA-256 - a914d6b1f717145b6e6484a74e862f544f5b01e7c6aa3544914e8b419bb50c35,"Jan 23, 2020",17121,https://secureportal.citrix.com/udl.asp?DLID=17121&URL=https://downloads.citrix.com/17121/Weblog-Linux-12.1-55.18.zip,Weblog-Linux-12.1-55.18.zip,zip,300K,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 55.18/55.24 - Citrix,Weblog Clients for BSD ,NONE,SHA-256 - 8484667907456c416ac34f4a19a151536fae9e2448f90e5cc8c8a2c3a3b36f19,"Jan 23, 2020",17121,https://secureportal.citrix.com/udl.asp?DLID=17121&URL=https://downloads.citrix.com/17121/Weblog-FreeBSD-12.1-55.18.zip,Weblog-FreeBSD-12.1-55.18.zip,zip,768K,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 55.18/55.24 - Citrix,FIPS Firmware Version 2.2-130013,2.2,SHA-256 - 0926C8A1BDBE8D678DBEF1600D45AE18A308D4524782BB6D0A234D194BB5BC38,"Mar 6, 2020",11245,https://secureportal.citrix.com/udl.asp?DLID=11245&URL=https://downloads.citrix.com/11245/CN16XX-NFBE-FW-2.2-130013,CN16XX-NFBE-FW-2.2-130013,2-130013,26 MB,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 55.18/55.24 - Citrix,FIPS Firmware Version 2.2 Signature File,2.2,SHA-256 - 0C1CFA0DE318ADB55BD32B4B4AA7059C7F120674C90A84B767DACAC718F53CF2,"Mar 6, 2020",11245,https://secureportal.citrix.com/udl.asp?DLID=11245&URL=https://downloads.citrix.com/11245/CN16XX-NFBE-FW-2.2-130013.sign,CN16XX-NFBE-FW-2.2-130013.sign,sign,1 KB,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 56.22 - Citrix,Release 12.1 Build 56.22(nCore),12.1 Build 56.22,SHA-256 - bac7533b7afdd96af797b348a31722c00a163eeace6f2cacaba0a5ad4d4293cd,"Mar 30, 2020",17282,https://secureportal.citrix.com/udl.asp?DLID=17282&URL=https://downloads.citrix.com/17282/build-12.1-56.22_nc_64.tgz,build-12.1-56.22_nc_64.tgz,tgz,692 MB,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 56.22 - Citrix,Audit Server Utilities for Windows,NONE,SHA-256 - 709cbbc055cb267ae583df83202205b58f05249ebcaeed0218a9b587453a9a9a,"Mar 30, 2020",17272,https://secureportal.citrix.com/udl.asp?DLID=17272&URL=https://downloads.citrix.com/17272/AuditServer-Windows-12.1-56.22.zip,AuditServer-Windows-12.1-56.22.zip,zip,316K,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 56.22 - Citrix,Audit Server Utilities for Linux ,NONE,SHA-256 - ddb5e7a71b036e301aac3b729c1731be9d460a6e1d2a2c1515ad841f9fe77e24,"Mar 30, 2020",17272,https://secureportal.citrix.com/udl.asp?DLID=17272&URL=https://downloads.citrix.com/17272/AuditServer-Linux-12.1-56.22.zip,AuditServer-Linux-12.1-56.22.zip,zip,160K,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 56.22 - Citrix,Audit Server Utilities for BSD ,NONE,SHA-256 - 4d44990f7be968ab1497cce1f8648cc1fdae99e66bee83bfa188c8bffe603b17,"Jan 24, 2020",17272,https://secureportal.citrix.com/udl.asp?DLID=17272&URL=https://downloads.citrix.com/17272/AuditServer-FreeBSD-12.1-56.22.zip,AuditServer-FreeBSD-12.1-56.22.zip,zip,4K,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 56.22 - Citrix,Weblog Clients for Windows ,NONE,SHA-256 - 21d062f5ace66255de2b68b11a8a3b7ddbf8739839a2b6753b42924c2c83673e,"Mar 30, 2020",17268,https://secureportal.citrix.com/udl.asp?DLID=17268&URL=https://downloads.citrix.com/17268/Weblog-Windows-12.1-56.22.zip,Weblog-Windows-12.1-56.22.zip,zip,312 K,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 56.22 - Citrix,Weblog Clients for Linux ,NONE,SHA-256 - eadb5c80931456098ab218b44f7c4ccff20c7d711494380ff684f9d9e2f86240,"Mar 30, 2020",17268,https://secureportal.citrix.com/udl.asp?DLID=17268&URL=https://downloads.citrix.com/17268/Weblog-Linux-12.1-56.22.zip,Weblog-Linux-12.1-56.22.zip,zip,68K,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 56.22 - Citrix,Weblog Clients for BSD ,NONE,SHA-256 - d6eb426a7f2a436bf3e6f4429831e4c00c15b45d1b27eb6b52b519fcb0597b01,"Mar 30, 2020",17268,https://secureportal.citrix.com/udl.asp?DLID=17268&URL=https://downloads.citrix.com/17268/Weblog-FreeBSD-12.1-56.22.zip,Weblog-FreeBSD-12.1-56.22.zip,zip,76K,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 56.22 - Citrix,FIPS Firmware Version 2.2-130013,2.2,SHA-256 - 0926C8A1BDBE8D678DBEF1600D45AE18A308D4524782BB6D0A234D194BB5BC38,"Mar 30, 2020",11245,https://secureportal.citrix.com/udl.asp?DLID=11245&URL=https://downloads.citrix.com/11245/CN16XX-NFBE-FW-2.2-130013,CN16XX-NFBE-FW-2.2-130013,2-130013,26 MB,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 56.22 - Citrix,FIPS Firmware Version 2.2 Signature File,2.2,SHA-256 - 0C1CFA0DE318ADB55BD32B4B4AA7059C7F120674C90A84B767DACAC718F53CF2,"Mar 30, 2020",11245,https://secureportal.citrix.com/udl.asp?DLID=11245&URL=https://downloads.citrix.com/11245/CN16XX-NFBE-FW-2.2-130013.sign,CN16XX-NFBE-FW-2.2-130013.sign,sign,1 KB,adc
SDX Bundle (Maintenance Phase) 12.1-56.22 - Citrix,SDX Platform Software Bundle 12.1 Build 56.22,12.1 Build 56.22,SHA-256 - b3542cc76d26f0d82a29eec16d3bffad844764d655f19eb38f47189cec246b4d,"Mar 30, 2020",17281,https://secureportal.citrix.com/udl.asp?DLID=17281&URL=https://downloads.citrix.com/17281/build-sdx-12.1-56.22.tgz,build-sdx-12.1-56.22.tgz,tgz,1.6 GB,adc
Citrix ADC CPX Release (Maintanance Phase) 12.1 Build 56.22 - Citrix,Citrix ADC CPX Docker Image 12.1 Build 56.22,12.1 Build 56.22,SHA-256 - ee86f6f61cdbf34bfa41e7dbd426e9526c5b0e1e6e777c98848b0c7bad93aedd,"Mar 30, 2020",17271,https://secureportal.citrix.com/udl.asp?DLID=17271&URL=https://downloads.citrix.com/17271/cpx-ns_12.1-56.22.gz,cpx-ns_12.1-56.22.gz,gz,422 MB,adc
Citrix ADC CPX Release (Maintanance Phase) 12.1 Build 57.18 - Citrix,Citrix ADC CPX Docker Image 12.1 Build 57.18,12.1 Build 57.18,SHA-256 - 9a7edcda2f2b3cdaede473191cd558787f8666eafc0aa26254e4620ca196847a,"Jun 15, 2020",17744,https://secureportal.citrix.com/udl.asp?DLID=17744&URL=https://downloads.citrix.com/17744/cpx-ns_12.1-57.18.gz,cpx-ns_12.1-57.18.gz,gz,423 MB,adc
Citrix ADC Release (Maintenance Phase) 12.1 Build 57.18 - Citrix,Release 12.1 Build 57.18(nCore),12.1 Build 57.18,SHA-256 - a4e374d517e70b516e4324abe631b89f5789ff3f82d27fd2a456a7aac3312c6c,"Jun 15, 2020",17722,https://secureportal.citrix.com/udl.asp?DLID=17722&URL=https://downloads.citrix.com/17722/build-12.1-57.18_nc_64.tgz,build-12.1-57.18_nc_64.tgz,tgz,684 MB,adc
